AIS,DATA,HORA,MUNICÍPIO,INDICIADO GÊNERO,INDICIADO IDADE,RELACIONAMENTO
AIS 20,2010-12-20,09:00:00,Jaguaretama,Masculino,58,Não informado
AIS 17,2010-12-20,10:00:00,Pentecoste,Feminino,38,Não informado
AIS 05,2010-12-22,10:02:52,Fortaleza,Feminino,38,Não informado
AIS 05,2010-12-22,16:30:00,Fortaleza,Masculino,40,Não informado
AIS 19,2010-12-22,17:00:00,Juazeiro do Norte,Masculino,56,Não informado
AIS 01,2010-12-23,12:37:30,Fortaleza,Masculino,37,Não informado
AIS 13,2010-12-25,17:30:00,Eusébio,Masculino,46,Não informado
AIS 03,2010-12-25,23:00:55,Fortaleza,Masculino,79,Não informado
AIS 06,2010-12-26,10:00:00,Fortaleza,Masculino,33,Não informado
AIS 02,2010-12-27,21:00:00,Fortaleza,Masculino,39,Não informado
AIS 25,2010-12-28,14:18:26,Pacajus,Masculino,27,Não informado
AIS 04,2010-12-30,14:30:00,Fortaleza,Masculino,20,Não informado
AIS 14,2011-01-01,00:25:00,Sobral,Masculino,21,NAMORADO(A)
AIS 03,2011-01-02,15:30:00,Fortaleza,Masculino,13,Não informado
AIS 08,2011-01-03,10:22:31,Fortaleza,Masculino,43,Não informado
AIS Não Identificada (Fortaleza),2011-01-10,20:00:00,Fortaleza,Masculino,47,Não informado
AIS 02,2011-01-12,09:00:00,Fortaleza,Masculino,13,Não informado
AIS 14,2011-01-13,08:44:21,Sobral,Masculino,21,Não informado
AIS 21,2011-01-13,09:00:00,Ipaumirim,Masculino,43,Não informado
AIS 10,2011-01-14,13:00:00,Fortaleza,Masculino,48,Não informado
AIS 20,2011-01-14,15:00:00,Morada Nova,Masculino,42,Não informado
AIS 19,2011-01-15,16:30:22,Crato,Feminino,32,Não informado
AIS 03,2011-01-16,09:07:01,Fortaleza,Masculino,57,Não informado
AIS 21,2011-01-16,20:00:00,Iguatu,Masculino,47,Não informado
AIS 24,2011-01-20,13:51:50,Maranguape,Masculino,41,Não informado
AIS 02,2011-01-20,16:34:04,Fortaleza,Masculino,18,Não informado
AIS 22,2011-01-22,09:00:00,Tauá,Masculino,19,Não informado
AIS 20,2011-01-23,13:43:35,Deputado Irapuan Pinheiro,Masculino,19,Não informado
AIS Não Identificada (Fortaleza),2011-01-26,13:42:38,Fortaleza,Masculino,42,Não informado
AIS 11,2011-01-28,14:00:00,Caucaia,Masculino,31,Não informado
AIS 21,2011-02-02,20:00:00,Icó,Masculino,51,Não informado
AIS 06,2011-02-04,10:22:27,Fortaleza,Masculino,73,Não informado
AIS 21,2011-02-06,00:42:32,Lavras da Mangabeira,Masculino,18,Não informado
AIS 17,2011-02-07,09:00:00,Acaraú,Masculino,30,Não informado
AIS 08,2011-02-11,12:30:58,Fortaleza,Feminino,20,Não informado
AIS 02,2011-02-11,23:30:00,Fortaleza,Masculino,47,Não informado
AIS 01,2011-02-12,10:00:00,Fortaleza,Masculino,34,Não informado
AIS 06,2011-02-13,11:00:00,Fortaleza,Masculino,24,Não informado
AIS 21,2011-02-13,22:00:00,Ipaumirim,Masculino,19,Não informado
AIS 04,2011-02-16,20:00:00,Fortaleza,Masculino,47,Não informado
AIS 06,2011-02-17,23:00:00,Fortaleza,Masculino,30,Não informado
AIS 19,2011-02-18,11:00:00,Nova Olinda,Masculino,46,Não informado
AIS 17,2011-02-19,23:00:00,Itapipoca,Masculino,20,Não informado
AIS 06,2011-02-20,18:00:00,Fortaleza,Masculino,37,Não informado
AIS 19,2011-02-23,02:00:00,Campos Sales,Masculino,23,Não informado
AIS 16,2011-02-24,19:00:42,Catunda,Masculino,27,Não informado
AIS 12,2011-02-26,08:30:00,Maracanaú,Masculino,34,Não informado
AIS 12,2011-02-26,08:30:00,Maracanaú,Masculino,34,AMIGO(A)
AIS 04,2011-03-01,11:21:51,Fortaleza,Masculino,19,Não informado
AIS 02,2011-03-02,01:00:00,Fortaleza,Masculino,31,Não informado
AIS 03,2011-03-02,08:30:00,Fortaleza,Masculino,65,Não informado
AIS 15,2011-03-05,15:00:00,Baturité,Masculino,44,Não informado
AIS 07,2011-03-06,21:00:55,Fortaleza,Masculino,41,Não informado
AIS 11,2011-03-07,09:50:00,Caucaia,Masculino,32,Não informado
AIS 02,2011-03-10,11:22:14,Fortaleza,Masculino,64,Não informado
AIS 02,2011-03-11,17:19:23,Fortaleza,Masculino,32,Não informado
AIS 11,2011-03-12,17:20:00,Caucaia,Masculino,65,Não informado
AIS 13,2011-03-13,19:00:00,Eusébio,Masculino,41,Não informado
AIS 03,2011-03-14,17:00:00,Fortaleza,Masculino,38,Não informado
AIS 14,2011-03-15,08:00:00,Cariré,Masculino,19,Não informado
AIS 08,2011-03-15,10:28:50,Fortaleza,Feminino,15,Não informado
AIS 07,2011-03-16,15:03:41,Fortaleza,Masculino,35,Não informado
AIS 01,2011-03-17,11:00:00,Fortaleza,Masculino,39,Não informado
AIS 24,2011-03-18,15:30:00,Maranguape,Masculino,20,Não informado
AIS 10,2011-03-18,19:00:24,Fortaleza,Masculino,47,Não informado
AIS 11,2011-03-19,16:28:00,Caucaia,Masculino,31,Não informado
AIS 19,2011-03-20,05:00:00,Missão Velha,Masculino,22,Não informado
AIS 05,2011-03-20,14:00:00,Fortaleza,Masculino,42,Não informado
AIS 10,2011-03-20,20:30:00,Fortaleza,Masculino,27,Não informado
AIS 02,2011-03-20,21:30:05,Fortaleza,Masculino,30,Não informado
AIS 05,2011-03-21,09:21:44,Fortaleza,Masculino,25,Não informado
AIS 09,2011-03-21,19:00:00,Fortaleza,Masculino,38,Não informado
AIS 06,2011-03-23,18:00:00,Fortaleza,Masculino,62,Não informado
AIS 03,2011-03-24,11:37:17,Fortaleza,Masculino,36,Não informado
AIS 14,2011-03-24,17:00:00,Cariré,Masculino,51,Não informado
AIS 22,2011-03-25,22:00:00,Arneiroz,Masculino,23,Não informado
AIS 10,2011-03-26,10:30:17,Fortaleza,Masculino,33,Não informado
AIS 22,2011-03-26,14:00:00,Catarina,Masculino,22,Não informado
AIS 09,2011-03-26,22:30:00,Fortaleza,Masculino,27,Não informado
AIS 01,2011-03-27,17:00:59,Fortaleza,Masculino,44,Não informado
AIS 20,2011-03-28,08:00:00,Morada Nova,Masculino,45,Não informado
AIS 20,2011-03-29,10:30:00,Solonópole,Masculino,42,Não informado
AIS 01,2011-03-29,12:21:44,Fortaleza,Masculino,32,Não informado
AIS 02,2011-03-30,18:19:59,Fortaleza,Masculino,62,Não informado
AIS 17,2011-03-31,10:51:47,Acaraú,Masculino,30,Não informado
AIS 15,2011-03-31,20:30:15,Redenção,Masculino,41,Não informado
AIS 17,2011-04-01,10:00:00,Pentecoste,Masculino,34,Não informado
AIS 19,2011-04-02,20:00:00,Mauriti,Masculino,46,Não informado
AIS 06,2011-04-04,11:47:06,Fortaleza,Masculino,57,Não informado
AIS Não Identificada (Fortaleza),2011-04-04,22:00:18,Fortaleza,Masculino,49,Não informado
AIS 14,2011-04-05,10:00:10,Sobral,Masculino,19,Não informado
AIS 08,2011-04-05,15:30:39,Fortaleza,Masculino,21,Não informado
AIS 03,2011-04-06,11:37:53,Fortaleza,Masculino,65,Não informado
AIS 23,2011-04-06,18:30:00,Trairi,Masculino,24,Não informado
AIS 13,2011-04-07,12:14:36,Aquiraz,Masculino,22,Não informado
AIS 03,2011-04-07,22:00:00,Fortaleza,Masculino,37,Não informado
AIS 09,2011-04-08,18:00:00,Fortaleza,Masculino,15,Não informado
AIS 21,2011-04-08,23:30:00,Ipaumirim,Masculino,20,Não informado
AIS 09,2011-04-09,11:01:26,Fortaleza,Masculino,18,Não informado
AIS 08,2011-04-10,14:30:00,Fortaleza,Masculino,33,AMIGO(A)
AIS 19,2011-04-11,10:00:23,Assaré,Masculino,23,Não informado
AIS 23,2011-04-12,11:30:04,São Gonçalo do Amarante,Masculino,37,Não informado
AIS 01,2011-04-12,13:23:09,Fortaleza,Masculino,28,Não informado
AIS 19,2011-04-13,16:20:58,Juazeiro do Norte,Masculino,68,OUTROS
AIS 05,2011-04-13,20:00:39,Fortaleza,Masculino,43,Não informado
AIS 21,2011-04-13,21:30:00,Icó,Masculino,19,Não informado
AIS 12,2011-04-14,06:30:00,Maracanaú,Masculino,53,Não informado
AIS 07,2011-04-14,13:57:20,Fortaleza,Masculino,16,Não informado
AIS 02,2011-04-14,15:17:21,Fortaleza,Masculino,14,Não informado
AIS 07,2011-04-14,15:20:00,Fortaleza,Masculino,76,Não informado
AIS 06,2011-04-14,19:00:00,Fortaleza,Masculino,36,Não informado
AIS 08,2011-04-14,23:40:02,Fortaleza,Masculino,23,Não informado
AIS 12,2011-04-15,15:15:15,Maracanaú,Masculino,43,Não informado
AIS 19,2011-04-16,12:00:53,Juazeiro do Norte,Masculino,18,Não informado
AIS 11,2011-04-18,02:00:27,Caucaia,Masculino,26,Não informado
AIS 20,2011-04-18,11:00:00,Pedra Branca,Masculino,25,Não informado
AIS 19,2011-04-19,11:00:00,Mauriti,Masculino,39,Não informado
AIS 12,2011-04-20,19:30:25,Maracanaú,Masculino,36,Não informado
AIS 06,2011-04-21,13:06:32,Fortaleza,Masculino,36,Não informado
AIS 06,2011-04-22,11:00:00,Fortaleza,Masculino,51,Não informado
AIS 21,2011-04-22,14:00:00,Lavras da Mangabeira,Masculino,39,Não informado
AIS 07,2011-04-27,02:00:17,Fortaleza,Masculino,48,Não informado
AIS 22,2011-04-27,15:15:50,Tauá,Masculino,42,Não informado
AIS 14,2011-04-29,17:00:00,Groaíras,Feminino,35,Não informado
AIS 21,2011-05-01,15:30:00,Icó,Masculino,49,Não informado
AIS 18,2011-05-01,20:00:00,Beberibe,Masculino,40,Não informado
AIS 15,2011-05-01,21:00:00,Itapiúna,Masculino,19,Não informado
AIS 19,2011-05-02,01:00:00,Missão Velha,Masculino,20,Não informado
AIS 19,2011-05-02,08:00:00,Jardim,Masculino,71,Não informado
AIS 06,2011-05-02,11:14:05,Fortaleza,Masculino,40,Não informado
AIS 25,2011-05-02,16:20:26,Pacajus,Masculino,41,Não informado
AIS 05,2011-05-03,09:30:47,Fortaleza,Masculino,31,Não informado
AIS 21,2011-05-04,14:00:00,Iguatu,Masculino,32,Não informado
AIS 05,2011-05-05,13:56:49,Fortaleza,Masculino,14,Não informado
AIS 20,2011-05-06,11:30:00,Pedra Branca,Masculino,24,Não informado
AIS 09,2011-05-06,12:00:42,Fortaleza,Masculino,58,Não informado
AIS 23,2011-05-07,15:30:00,São Gonçalo do Amarante,Masculino,24,Não informado
AIS 22,2011-05-07,16:00:00,Tauá,Masculino,47,Não informado
AIS 14,2011-05-07,16:30:00,Mucambo,Masculino,80,Não informado
AIS 22,2011-05-07,21:00:00,Tauá,Masculino,40,Não informado
AIS Não Identificada (Fortaleza),2011-05-08,10:00:48,Fortaleza,Masculino,47,Não informado
AIS 19,2011-05-08,15:00:00,Mauriti,Masculino,12,Não informado
AIS 24,2011-05-08,17:00:00,Pacatuba,Masculino,33,Não informado
AIS 17,2011-05-08,17:00:00,Itapipoca,Masculino,18,Não informado
AIS 13,2011-05-08,22:00:00,Eusébio,Masculino,50,Não informado
AIS 13,2011-05-09,22:00:50,Cascavel,Masculino,63,Não informado
AIS 01,2011-05-10,10:51:39,Fortaleza,Masculino,33,Não informado
AIS 03,2011-05-11,16:43:44,Fortaleza,Masculino,46,Não informado
AIS 20,2011-05-11,19:00:43,Solonópole,Masculino,27,Não informado
AIS 11,2011-05-13,02:30:00,Caucaia,Masculino,32,Não informado
AIS 06,2011-05-14,15:00:00,Fortaleza,Masculino,47,Não informado
AIS 20,2011-05-14,22:00:00,Morada Nova,Masculino,40,Não informado
AIS 05,2011-05-15,22:30:00,Fortaleza,Masculino,75,Não informado
AIS 22,2011-05-16,10:00:00,Parambu,Masculino,28,Não informado
AIS 17,2011-05-16,10:00:00,Amontada,Masculino,64,Não informado
AIS 12,2011-05-16,10:00:58,Maracanaú,Masculino,21,Não informado
AIS 08,2011-05-17,19:00:00,Fortaleza,Masculino,29,Não informado
AIS 25,2011-05-18,17:00:00,Pacajus,Masculino,Não informado,Não informado
AIS 12,2011-05-19,11:06:05,Maracanaú,Masculino,33,Não informado
AIS 13,2011-05-19,19:30:09,Cascavel,Masculino,39,Não informado
AIS 05,2011-05-20,11:08:38,Fortaleza,Masculino,23,Não informado
AIS 19,2011-05-22,14:00:08,Crato,Masculino,39,Não informado
AIS 24,2011-05-22,16:50:20,Pacatuba,Masculino,47,Não informado
AIS 07,2011-05-22,20:00:51,Fortaleza,Masculino,41,Não informado
AIS 04,2011-05-24,18:00:00,Fortaleza,Masculino,37,Não informado
AIS Não Identificada (Fortaleza),2011-05-25,09:20:00,Fortaleza,Masculino,75,Não informado
AIS 08,2011-05-25,15:30:28,Fortaleza,Masculino,22,Não informado
AIS 20,2011-05-26,07:00:00,Pedra Branca,Masculino,34,Não informado
AIS 05,2011-05-26,09:10:29,Fortaleza,Masculino,16,Não informado
AIS 18,2011-05-30,19:30:00,Iracema,Masculino,47,Não informado
AIS 12,2011-06-01,07:00:16,Maracanaú,Masculino,48,Não informado
AIS Não Identificada (Fortaleza),2011-06-01,10:20:32,Fortaleza,Masculino,20,Não informado
AIS 11,2011-06-02,10:27:50,Caucaia,Masculino,33,Não informado
AIS 22,2011-06-02,19:00:00,Aiuaba,Masculino,59,Não informado
AIS 06,2011-06-02,21:00:00,Fortaleza,Masculino,12,Não informado
AIS 18,2011-06-02,21:03:40,Pereiro,Masculino,63,Não informado
AIS 02,2011-06-03,10:23:47,Fortaleza,Masculino,48,Não informado
AIS 06,2011-06-03,18:40:00,Fortaleza,Masculino,67,Não informado
AIS 06,2011-06-05,18:17:38,Fortaleza,Masculino,31,Não informado
AIS 06,2011-06-06,14:16:24,Fortaleza,Masculino,31,Não informado
AIS 20,2011-06-10,19:00:43,Morada Nova,Masculino,55,Não informado
AIS 23,2011-06-13,14:00:06,São Gonçalo do Amarante,Masculino,47,Não informado
AIS 14,2011-06-15,13:30:00,Frecheirinha,Masculino,42,Não informado
AIS 10,2011-06-18,23:42:02,Fortaleza,Masculino,46,Não informado
AIS 09,2011-06-19,16:36:38,Fortaleza,Masculino,41,Não informado
AIS 03,2011-06-20,09:13:43,Fortaleza,Masculino,33,Não informado
AIS 20,2011-06-20,15:00:00,Pedra Branca,Masculino,23,Não informado
AIS 13,2011-06-21,13:40:40,Eusébio,Masculino,20,Não informado
AIS 18,2011-06-22,10:00:00,Alto Santo,Masculino,61,Não informado
AIS 14,2011-06-22,10:45:37,Sobral,Masculino,40,Não informado
AIS 19,2011-06-22,18:50:00,Mauriti,Masculino,14,Não informado
AIS 14,2011-06-23,09:00:00,Sobral,Masculino,39,Não informado
AIS 09,2011-06-27,11:13:38,Fortaleza,Masculino,25,Não informado
AIS 02,2011-06-28,15:40:04,Fortaleza,Masculino,76,Não informado
AIS 15,2011-06-28,15:44:13,Itatira,Masculino,21,Não informado
AIS 25,2011-06-28,22:00:00,Pacajus,Masculino,33,Não informado
AIS 19,2011-06-29,02:00:00,Mauriti,Masculino,50,Não informado
AIS 09,2011-06-30,12:53:00,Fortaleza,Masculino,61,Não informado
AIS 09,2011-07-04,10:29:00,Fortaleza,Masculino,32,Não informado
AIS 19,2011-07-06,09:57:00,Juazeiro do Norte,Masculino,21,Não informado
AIS 15,2011-07-06,19:00:37,Acarape,Masculino,52,Não informado
AIS 01,2011-07-07,19:00:09,Fortaleza,Masculino,40,Não informado
AIS 06,2011-07-10,16:00:00,Fortaleza,Masculino,61,Não informado
AIS 18,2011-07-12,12:00:03,Aracati,Masculino,47,Não informado
AIS 18,2011-07-13,09:00:00,Russas,Masculino,24,Não informado
AIS 11,2011-07-17,20:39:53,Caucaia,Masculino,25,Não informado
AIS 02,2011-07-19,21:00:00,Fortaleza,Masculino,15,Não informado
AIS 19,2011-07-22,14:12:49,Crato,Masculino,29,Não informado
AIS 06,2011-07-22,15:00:29,Fortaleza,Masculino,38,Não informado
AIS 13,2011-07-23,11:22:24,Aquiraz,Masculino,54,Não informado
AIS 02,2011-07-25,14:52:57,Fortaleza,Masculino,32,Não informado
AIS 17,2011-07-26,10:00:00,Itarema,Masculino,43,Não informado
AIS 06,2011-07-26,16:09:11,Fortaleza,Masculino,33,Não informado
AIS 05,2011-07-26,19:40:47,Fortaleza,Masculino,28,Não informado
AIS 25,2011-07-26,20:00:00,Horizonte,Masculino,19,Não informado
AIS 25,2011-07-27,09:59:00,Horizonte,Masculino,17,Não informado
AIS 10,2011-07-28,12:00:00,Fortaleza,Masculino,37,Não informado
AIS 19,2011-07-29,09:47:47,Santana do Cariri,Masculino,21,Não informado
AIS 08,2011-07-30,04:00:43,Fortaleza,Masculino,35,Não informado
AIS 19,2011-07-30,11:41:13,Juazeiro do Norte,Masculino,27,Não informado
AIS 19,2011-07-30,17:30:00,Juazeiro do Norte,Masculino,22,NAMORADO(A)
AIS 18,2011-07-30,20:00:00,Aracati,Masculino,47,Não informado
AIS 07,2011-08-01,14:58:41,Fortaleza,Masculino,22,Não informado
AIS 15,2011-08-02,03:00:15,Madalena,Masculino,35,Não informado
AIS 17,2011-08-04,14:52:25,Itapipoca,Masculino,55,PADRASTO
AIS 18,2011-08-04,16:55:22,Russas,Feminino,32,Não informado
AIS 07,2011-08-06,09:00:00,Fortaleza,Masculino,43,Não informado
AIS 19,2011-08-06,11:04:27,Abaiara,Masculino,29,Não informado
AIS 19,2011-08-06,19:00:00,Nova Olinda,Masculino,50,Não informado
AIS 07,2011-08-08,14:19:49,Fortaleza,Masculino,59,Não informado
AIS 05,2011-08-08,15:36:38,Fortaleza,Masculino,35,Não informado
AIS 07,2011-08-09,14:30:58,Fortaleza,Masculino,54,Não informado
AIS 08,2011-08-09,15:53:11,Fortaleza,Masculino,34,Não informado
AIS 14,2011-08-10,18:00:00,Sobral,Masculino,69,Não informado
AIS 05,2011-08-12,10:20:00,Fortaleza,Masculino,26,Não informado
AIS 02,2011-08-15,20:00:00,Fortaleza,Masculino,25,Não informado
AIS 02,2011-08-16,07:57:12,Fortaleza,Masculino,21,Não informado
AIS 23,2011-08-19,16:00:00,São Gonçalo do Amarante,Masculino,62,Não informado
AIS 19,2011-08-20,20:00:00,Abaiara,Masculino,18,Não informado
AIS 07,2011-08-22,08:53:47,Fortaleza,Masculino,17,Não informado
AIS 12,2011-08-22,16:09:49,Maracanaú,Masculino,34,Não informado
AIS 15,2011-08-23,15:00:00,Canindé,Masculino,24,Não informado
AIS Não Identificada (Fortaleza),2011-08-24,12:14:26,Fortaleza,Masculino,43,Não informado
AIS 05,2011-08-25,09:30:52,Fortaleza,Masculino,13,Não informado
AIS 17,2011-08-25,10:00:00,Itapipoca,Masculino,37,Não informado
AIS 09,2011-08-26,09:34:24,Fortaleza,Masculino,37,Não informado
AIS 07,2011-08-26,20:00:41,Fortaleza,Masculino,15,Não informado
AIS 20,2011-08-27,07:00:00,Pedra Branca,Masculino,20,Não informado
AIS 17,2011-08-29,18:00:00,Itapipoca,Masculino,24,Não informado
AIS 20,2011-08-30,21:00:00,Senador Pompeu,Masculino,20,Não informado
AIS 19,2011-08-31,07:30:42,Crato,Masculino,67,Não informado
AIS 14,2011-08-31,12:52:33,Alcântaras,Masculino,48,Não informado
AIS 18,2011-09-01,11:00:00,Alto Santo,Masculino,21,Não informado
AIS 01,2011-09-01,14:10:57,Fortaleza,Masculino,19,Não informado
AIS 11,2011-09-02,17:00:00,Caucaia,Masculino,31,Não informado
AIS 06,2011-09-05,17:43:45,Fortaleza,Masculino,30,Não informado
AIS 04,2011-09-06,12:00:56,Fortaleza,Feminino,63,Não informado
AIS 19,2011-09-06,15:24:51,Juazeiro do Norte,Feminino,22,Não informado
AIS 11,2011-09-07,02:00:00,Caucaia,Masculino,43,Não informado
AIS 02,2011-09-07,20:30:49,Fortaleza,Masculino,48,Não informado
AIS 20,2011-09-08,18:00:00,Pedra Branca,Masculino,19,Não informado
AIS 06,2011-09-08,19:00:00,Fortaleza,Masculino,21,Não informado
AIS Não Identificada (Fortaleza),2011-09-09,15:17:36,Fortaleza,Masculino,32,Não informado
AIS 17,2011-09-10,18:40:00,Acaraú,Masculino,Não informado,Não informado
AIS 14,2011-09-10,19:00:00,Cariré,Masculino,72,Não informado
AIS 18,2011-09-12,01:30:55,Quixeré,Masculino,29,Não informado
AIS 21,2011-09-12,15:30:00,Iguatu,Masculino,45,Não informado
AIS 12,2011-09-13,14:34:25,Maracanaú,Masculino,32,Não informado
AIS 05,2011-09-15,10:48:20,Fortaleza,Masculino,27,Não informado
AIS 11,2011-09-16,01:00:00,Caucaia,Masculino,42,Não informado
AIS 04,2011-09-16,16:04:00,Fortaleza,Masculino,15,Não informado
AIS 07,2011-09-19,22:36:35,Fortaleza,Masculino,34,Não informado
AIS 18,2011-09-19,23:55:00,Aracati,Masculino,43,Não informado
AIS 02,2011-09-20,15:47:03,Fortaleza,Masculino,13,Não informado
AIS 02,2011-09-22,11:35:00,Fortaleza,Masculino,39,Não informado
AIS 25,2011-09-22,12:30:00,Horizonte,Masculino,32,Não informado
AIS 07,2011-09-22,16:00:00,Fortaleza,Masculino,27,Não informado
AIS 23,2011-09-22,18:40:00,São Gonçalo do Amarante,Masculino,25,Não informado
AIS 13,2011-09-23,10:00:00,Cascavel,Masculino,27,Não informado
AIS 24,2011-09-25,02:00:00,Maranguape,Feminino,22,Não informado
AIS Não Identificada (Fortaleza),2011-09-25,08:18:08,Fortaleza,Masculino,29,Não informado
AIS 09,2011-09-25,14:00:27,Fortaleza,Masculino,42,Não informado
AIS 18,2011-09-25,15:00:00,Beberibe,Masculino,33,Não informado
AIS 11,2011-09-25,16:30:29,Caucaia,Masculino,30,Não informado
AIS 18,2011-09-26,10:00:00,Beberibe,Masculino,60,PADRASTO
AIS 18,2011-09-26,11:00:00,Aracati,Masculino,62,Não informado
AIS 19,2011-09-26,15:30:00,Crato,Masculino,25,Não informado
AIS 19,2011-09-27,17:00:41,Crato,Masculino,23,Não informado
AIS 10,2011-09-27,22:00:28,Fortaleza,Masculino,33,Não informado
AIS 08,2011-09-29,18:00:06,Fortaleza,Masculino,41,Não informado
AIS 07,2011-09-30,13:30:00,Fortaleza,Masculino,47,Não informado
AIS 07,2011-09-30,13:36:57,Fortaleza,Masculino,59,Não informado
AIS 06,2011-10-01,11:00:00,Fortaleza,Masculino,53,Não informado
AIS 08,2011-10-03,16:38:54,Fortaleza,Masculino,72,Não informado
AIS 05,2011-10-04,14:06:49,Fortaleza,Masculino,18,Não informado
AIS 25,2011-10-06,11:00:00,Pacajus,Masculino,24,Não informado
AIS 15,2011-10-06,20:00:09,Canindé,Masculino,18,Não informado
AIS 04,2011-10-07,13:00:09,Fortaleza,Masculino,34,Não informado
AIS 13,2011-10-07,14:56:30,Eusébio,Masculino,34,Não informado
AIS 21,2011-10-07,19:30:00,Jucás,Masculino,43,Não informado
AIS 06,2011-10-09,08:29:11,Fortaleza,Feminino,28,Não informado
AIS 19,2011-10-10,03:00:54,Juazeiro do Norte,Masculino,36,PADRASTO
AIS 01,2011-10-10,10:30:46,Fortaleza,Masculino,14,Não informado
AIS 04,2011-10-11,16:07:47,Fortaleza,Masculino,33,Não informado
AIS 01,2011-10-12,11:00:21,Fortaleza,Masculino,35,Não informado
AIS 14,2011-10-12,11:30:07,Massapê,Masculino,40,Não informado
AIS 19,2011-10-14,18:00:00,Aurora,Masculino,36,Não informado
AIS 19,2011-10-16,04:00:00,Juazeiro do Norte,Masculino,Não informado,Não informado
AIS 11,2011-10-17,12:00:00,Caucaia,Masculino,26,Não informado
AIS 18,2011-10-20,10:00:00,Itaiçaba,Masculino,33,Não informado
AIS 19,2011-10-20,11:10:01,Campos Sales,Masculino,22,Não informado
AIS 08,2011-10-20,23:09:42,Fortaleza,Masculino,45,Não informado
AIS 10,2011-10-23,06:00:45,Fortaleza,Masculino,40,Não informado
AIS 03,2011-10-23,11:26:28,Fortaleza,Masculino,37,Não informado
AIS 19,2011-10-24,02:00:41,Crato,Masculino,27,Não informado
AIS 21,2011-10-24,11:00:00,Icó,Masculino,18,Não informado
AIS 14,2011-10-25,10:30:00,Sobral,Masculino,81,Não informado
AIS 08,2011-10-25,15:00:22,Fortaleza,Masculino,40,Não informado
AIS 11,2011-10-26,10:47:11,Caucaia,Masculino,40,Não informado
AIS 10,2011-10-27,13:00:28,Fortaleza,Masculino,38,Não informado
